"po_item_id","purchase_order_id","product_id","quantity","unit_cost","total_cost","expected_delivery_date"
536,122,4,89,454.27,40430.19,"2021-06-20"
537,122,7,38,134.77,5121.16,"2021-06-20"
538,122,5,84,139.2,11693.19,"2021-06-20"
539,122,8,188,49.67,9338.53,"2021-06-20"
540,123,6,49,181.12,8875.04,"2021-06-24"
541,123,3,83,426.07,35364.02,"2021-06-24"
542,123,4,92,444.64,40906.65,"2021-06-24"
543,124,10,231,56.19,12979.79,"2021-06-08"
544,124,9,106,263.12,27890.57,"2021-06-08"
545,124,9,125,265.51,33188.96,"2021-06-08"
546,124,4,63,457.61,28829.52,"2021-06-08"
547,124,10,174,56.58,9845.27,"2021-06-08"
548,125,10,136,51.59,7015.94,"2021-07-08"
549,125,10,239,58.41,13958.9,"2021-07-08"
550,125,3,117,426.11,49854.55,"2021-07-08"
551,126,6,63,163.06,10272.95,"2021-07-08"
552,126,5,93,141.81,13187.96,"2021-07-08"
553,126,11,67,414.81,27792.55,"2021-07-08"
554,126,9,133,253.69,33740.76,"2021-07-08"
555,126,10,193,58.09,11211.62,"2021-07-08"
556,126,4,58,462.91,26848.73,"2021-07-08"
557,127,1,87,380.8,33129.89,"2021-07-02"
558,127,5,136,137.48,18697.13,"2021-07-02"
559,128,7,31,134.52,4170.02,"2021-07-18"
560,129,5,185,164.84,30495.73,"2021-06-24"
561,129,10,141,56.22,7927.4,"2021-06-24"
562,130,6,45,172.24,7750.87,"2021-07-05"
563,130,1,85,384.63,32693.84,"2021-07-05"
564,130,5,204,141.81,28928.41,"2021-07-05"
565,130,3,119,456.78,54356.84,"2021-07-05"
566,130,2,128,535.4,68531.29,"2021-07-05"
567,130,8,196,51.3,10055.01,"2021-07-05"
568,130,3,141,455.06,64163.87,"2021-07-05"
569,131,2,94,564.85,53095.44,"2021-08-01"
570,131,6,84,179.75,15098.88,"2021-08-01"
571,131,8,191,60.34,11524.99,"2021-08-01"
572,131,5,100,151.6,15160.39,"2021-08-01"
573,131,2,181,493.72,89364.08,"2021-08-01"
574,132,2,148,492.07,72826.83,"2021-07-23"
575,132,12,284,787.94,223775.71,"2021-07-23"
576,133,7,14,128.32,1796.46,"2021-07-19"
577,134,9,110,266.6,29326.26,"2021-07-13"
578,135,8,168,59.36,9972.62,"2021-07-16"
579,135,6,94,157.74,14827.52,"2021-07-16"
580,135,1,72,418.31,30118.32,"2021-07-16"
581,135,6,78,180.42,14073.14,"2021-07-16"
582,136,5,114,155.61,17739.41,"2021-07-19"
583,137,2,175,489.34,85634.57,"2021-08-09"
584,137,7,32,130.37,4171.86,"2021-08-09"
585,137,5,122,159.91,19508.54,"2021-08-09"
586,137,12,132,680.77,89861.51,"2021-08-09"
587,137,6,99,159.74,15814.63,"2021-08-09"
588,138,6,50,186.22,9310.97,"2021-07-26"
589,138,11,68,410.18,27892.3,"2021-07-26"
590,138,9,121,264.82,32043.49,"2021-07-26"
591,138,11,78,426.8,33290.6,"2021-07-26"
592,138,10,150,59.35,8902.27,"2021-07-26"
593,138,1,87,427.42,37185.6,"2021-07-26"
594,139,10,86,49.7,4273.86,"2021-08-24"
595,140,8,140,49.68,6954.86,"2021-07-28"
596,140,1,70,390.74,27351.98,"2021-07-28"
597,141,4,67,512.87,34362.22,"2021-08-05"
598,141,11,65,393.18,25556.62,"2021-08-05"
599,141,9,92,255.97,23549.0,"2021-08-05"
600,141,4,52,502.52,26131.09,"2021-08-05"
601,141,11,49,384.97,18863.57,"2021-08-05"
602,141,7,42,143.76,6038.09,"2021-08-05"
603,141,6,39,183.27,7147.7,"2021-08-05"
604,141,7,15,130.78,1961.72,"2021-08-05"
605,142,5,181,148.23,26829.31,"2021-07-30"
606,142,11,86,381.04,32769.61,"2021-07-30"
607,142,12,232,745.87,173042.99,"2021-07-30"
608,142,11,44,387.41,17045.96,"2021-07-30"
609,142,8,88,58.51,5148.82,"2021-07-30"
610,142,3,53,415.09,21999.63,"2021-07-30"
611,143,11,78,411.28,32079.72,"2021-07-30"
612,143,11,37,364.48,13485.84,"2021-07-30"
613,143,7,14,130.77,1830.72,"2021-07-30"
614,143,4,67,504.43,33796.66,"2021-07-30"
615,143,1,85,401.61,34136.73,"2021-07-30"
616,144,12,160,720.91,115345.51,"2021-07-20"
617,144,11,35,401.83,14064.2,"2021-07-20"
618,144,5,109,151.72,16537.23,"2021-07-20"
619,145,7,22,153.04,3366.78,"2021-07-20"
620,145,6,100,176.95,17695.02,"2021-07-20"
621,145,5,111,161.87,17967.65,"2021-07-20"
622,145,9,48,243.9,11707.11,"2021-07-20"
623,145,9,87,253.19,22027.58,"2021-07-20"
624,146,11,31,430.43,13343.41,"2021-07-20"
625,147,10,196,56.51,11075.63,"2021-08-01"
626,147,2,184,532.44,97968.41,"2021-08-01"
627,148,4,62,483.7,29989.6,"2021-09-06"
628,149,10,154,57.51,8856.35,"2021-08-23"
629,149,3,100,434.36,43436.45,"2021-08-23"
630,150,3,138,419.18,57847.16,"2021-08-17"
631,150,2,134,555.67,74460.18,"2021-08-17"
632,150,5,117,161.94,18946.45,"2021-08-17"
633,150,3,70,469.25,32847.81,"2021-08-17"
634,150,3,110,446.12,49073.38,"2021-08-17"
635,150,7,42,151.69,6370.78,"2021-08-17"
636,150,12,279,758.93,211741.32,"2021-08-17"
637,150,2,66,496.42,32763.57,"2021-08-17"
638,151,11,49,403.56,19774.29,"2021-09-01"
639,151,7,18,147.51,2655.23,"2021-09-01"
640,151,6,83,175.44,14561.16,"2021-09-01"
641,151,4,63,439.04,27659.55,"2021-09-01"
642,151,6,50,167.43,8371.71,"2021-09-01"
643,151,2,113,548.1,61935.78,"2021-09-01"
644,152,7,22,152.36,3351.86,"2021-08-26"
645,152,10,175,50.57,8850.05,"2021-08-26"
646,152,11,90,410.02,36901.54,"2021-08-26"
647,152,1,60,371.05,22263.08,"2021-08-26"
648,153,12,190,687.96,130711.64,"2021-09-03"
649,153,7,33,137.98,4553.45,"2021-09-03"
650,153,6,88,171.18,15063.97,"2021-09-03"
651,153,4,77,438.61,33773.31,"2021-09-03"
652,153,6,102,170.82,17423.22,"2021-09-03"
653,154,4,62,503.83,31237.33,"2021-08-18"
654,154,12,273,714.04,194931.68,"2021-08-18"
655,155,8,208,51.38,10687.8,"2021-09-17"
656,155,8,152,58.39,8875.35,"2021-09-17"
657,156,10,233,57.08,13300.8,"2021-08-17"
658,156,4,69,452.93,31252.37,"2021-08-17"
659,156,2,108,492.79,53221.67,"2021-08-17"
660,156,4,41,491.75,20161.75,"2021-08-17"
661,157,8,81,58.7,4754.34,"2021-09-21"
662,158,8,106,52.82,5599.02,"2021-10-03"
663,158,5,118,157.99,18642.49,"2021-10-03"
664,158,9,135,264.41,35695.33,"2021-10-03"
665,158,7,36,144.29,5194.42,"2021-10-03"
666,158,11,43,424.8,18266.3,"2021-10-03"
667,158,9,119,260.83,31039.31,"2021-10-03"
668,158,11,49,426.58,20902.19,"2021-10-03"
669,158,11,77,368.1,28343.78,"2021-10-03"
670,159,5,223,158.73,35395.98,"2021-10-02"
671,159,3,139,424.18,58961.55,"2021-10-02"
672,159,11,73,364.61,26616.29,"2021-10-02"
673,159,7,19,139.8,2656.27,"2021-10-02"
674,159,7,20,141.16,2823.14,"2021-10-02"
675,159,3,67,471.81,31610.99,"2021-10-02"
676,159,4,88,507.6,44669.03,"2021-10-02"
677,160,9,47,261.93,12310.57,"2021-09-25"
678,160,9,112,244.59,27394.55,"2021-09-25"
679,160,12,290,684.97,198642.75,"2021-09-25"
680,161,5,201,155.68,31292.04,"2021-09-30"
681,161,2,112,484.25,54236.48,"2021-09-30"
682,162,5,98,160.96,15773.8,"2021-10-05"
683,162,4,54,486.05,26246.67,"2021-10-05"
684,162,10,164,59.52,9761.47,"2021-10-05"
685,163,6,37,178.44,6602.17,"2021-09-20"
686,163,9,117,245.18,28686.38,"2021-09-20"
687,163,3,86,418.14,35960.23,"2021-09-20"
688,163,7,28,153.44,4296.2,"2021-09-20"
689,163,12,155,691.99,107258.2,"2021-09-20"
690,163,4,91,486.58,44278.69,"2021-09-20"
691,163,6,46,185.99,8555.56,"2021-09-20"
692,163,5,164,153.97,25251.25,"2021-09-20"
693,164,3,65,478.35,31092.86,"2021-09-27"
694,164,1,47,409.92,19266.08,"2021-09-27"
695,164,1,78,411.57,32102.69,"2021-09-27"
696,164,2,105,553.26,58092.6,"2021-09-27"
697,165,2,130,498.37,64788.49,"2021-10-22"
698,166,11,65,404.12,26268.05,"2021-09-27"
699,166,6,49,156.61,7673.67,"2021-09-27"
700,166,2,122,547.19,66757.12,"2021-09-27"
701,166,6,57,175.54,10006.03,"2021-09-27"
702,166,11,36,409.98,14759.11,"2021-09-27"
703,167,2,162,544.25,88167.83,"2021-10-01"
704,167,5,115,151.24,17392.76,"2021-10-01"
705,167,4,73,504.4,36820.93,"2021-10-01"
706,168,10,217,52.89,11476.65,"2021-09-23"
707,169,8,118,57.51,6786.62,"2021-10-10"
708,169,10,225,52.34,11776.44,"2021-10-10"
709,169,5,151,153.52,23181.16,"2021-10-10"
710,170,11,74,435.88,32255.45,"2021-09-18"
711,170,3,83,474.14,39353.5,"2021-09-18"
712,170,6,76,167.32,12716.45,"2021-09-18"
713,170,10,204,50.82,10366.63,"2021-09-18"
714,170,4,109,464.09,50585.68,"2021-09-18"
715,170,7,22,133.52,2937.4,"2021-09-18"
716,171,9,133,266.11,35392.77,"2021-09-29"
717,171,12,230,730.69,168057.59,"2021-09-29"
718,171,1,83,438.75,36416.18,"2021-09-29"
719,171,8,173,59.33,10263.84,"2021-09-29"
720,171,1,51,438.35,22355.98,"2021-09-29"
721,172,12,211,724.23,152811.75,"2021-09-24"
722,172,11,32,377.55,12081.51,"2021-09-24"
723,172,4,44,448.93,19753.05,"2021-09-24"
724,172,1,51,422.83,21564.54,"2021-09-24"
725,173,4,88,462.79,40725.94,"2021-09-22"
726,173,2,146,482.99,70516.7,"2021-09-22"
727,173,10,103,60.24,6204.77,"2021-09-22"
728,173,2,77,484.38,37297.04,"2021-09-22"
729,173,4,79,441.23,34856.9,"2021-09-22"
730,173,4,117,454.71,53201.64,"2021-09-22"
731,173,11,31,400.77,12424.02,"2021-09-22"
732,174,6,48,175.29,8414.09,"2021-10-03"
733,174,10,187,54.6,10210.69,"2021-10-03"
734,174,5,140,163.68,22915.62,"2021-10-03"
735,174,2,110,513.49,56483.61,"2021-10-03"
736,174,3,144,468.28,67432.42,"2021-10-03"
737,175,4,114,452.53,51588.26,"2021-10-09"
738,175,9,64,254.68,16299.45,"2021-10-09"
739,176,5,159,157.89,25104.49,"2021-11-04"
740,176,12,100,763.8,76380.3,"2021-11-04"
741,176,6,100,162.79,16278.64,"2021-11-04"
742,176,5,174,144.48,25138.68,"2021-11-04"
743,176,9,90,259.09,23317.66,"2021-11-04"
744,176,12,272,747.31,203267.79,"2021-11-04"
745,177,9,112,271.33,30388.86,"2021-10-30"
746,178,9,58,266.03,15429.6,"2021-10-31"
747,178,7,27,128.41,3467.19,"2021-10-31"
748,178,8,142,54.0,7667.58,"2021-10-31"
749,178,3,112,474.37,53129.67,"2021-10-31"
750,178,10,238,53.77,12796.69,"2021-10-31"
751,178,7,30,139.69,4190.77,"2021-10-31"
752,178,8,98,60.45,5924.54,"2021-10-31"
753,179,2,84,477.67,40123.92,"2021-11-05"
754,179,8,232,52.85,12262.31,"2021-11-05"
755,179,3,104,416.83,43350.52,"2021-11-05"
756,179,9,99,231.27,22895.93,"2021-11-05"
757,180,9,94,253.99,23875.08,"2021-10-25"
758,181,10,235,57.73,13567.1,"2021-10-21"
759,181,3,130,429.17,55792.02,"2021-10-21"
760,182,2,113,546.5,61754.26,"2021-11-04"
761,182,4,73,448.65,32751.43,"2021-11-04"
762,182,12,230,822.66,189212.52,"2021-11-04"
763,183,12,254,705.79,179271.05,"2021-10-20"
764,183,9,52,236.29,12287.27,"2021-10-20"
765,183,4,109,463.68,50541.45,"2021-10-20"
766,183,1,47,361.7,16999.96,"2021-10-20"
767,183,9,64,228.42,14619.03,"2021-10-20"
768,184,5,117,153.74,17987.45,"2021-11-06"
769,184,6,99,178.99,17719.89,"2021-11-06"
770,184,1,71,431.31,30623.21,"2021-11-06"
771,184,11,51,370.82,18911.74,"2021-11-06"
772,184,2,78,562.97,43911.53,"2021-11-06"
773,184,9,134,258.59,34650.95,"2021-11-06"
774,185,4,113,439.05,49612.16,"2021-10-13"
775,186,7,18,129.64,2333.46,"2021-10-19"
776,186,2,79,563.98,44554.13,"2021-10-19"
777,186,2,143,491.27,70251.28,"2021-10-19"
778,186,1,74,406.65,30092.4,"2021-10-19"
779,186,12,242,686.2,166060.82,"2021-10-19"
780,186,6,64,176.43,11291.4,"2021-10-19"
781,187,2,157,535.34,84048.77,"2021-10-19"
782,187,2,110,511.66,56282.63,"2021-10-19"
783,187,12,237,754.85,178900.17,"2021-10-19"
784,187,1,54,376.34,20322.27,"2021-10-19"
785,187,5,83,149.05,12371.44,"2021-10-19"
786,187,8,199,54.05,10755.4,"2021-10-19"
787,187,5,170,139.26,23673.56,"2021-10-19"
788,188,2,165,507.06,83665.64,"2021-11-04"
789,188,11,84,418.67,35168.25,"2021-11-04"
790,188,4,91,458.35,41710.0,"2021-11-04"
791,188,8,122,52.86,6448.59,"2021-11-04"
792,188,5,146,137.31,20046.88,"2021-11-04"
793,188,10,109,57.95,6316.41,"2021-11-04"
794,188,4,110,472.89,52017.58,"2021-11-04"
795,189,9,86,248.91,21406.13,"2021-10-25"
796,189,3,65,439.46,28565.06,"2021-10-25"
797,189,7,41,130.0,5330.04,"2021-10-25"
798,189,9,135,274.21,37018.33,"2021-10-25"
799,189,11,60,413.39,24803.23,"2021-10-25"
800,189,10,118,58.12,6858.64,"2021-10-25"
801,189,5,99,138.36,13697.62,"2021-10-25"
802,190,3,152,442.71,67291.34,"2021-10-13"
803,190,4,72,425.49,30635.6,"2021-10-13"
804,190,9,54,227.84,12303.42,"2021-10-13"
805,190,10,243,53.49,12997.41,"2021-10-13"
806,190,3,119,430.23,51197.96,"2021-10-13"
807,190,2,128,497.51,63680.87,"2021-10-13"
808,190,10,157,54.08,8490.3,"2021-10-13"
809,191,6,44,185.96,8182.16,"2021-11-12"
810,191,4,81,489.95,39686.02,"2021-11-12"
811,191,11,40,436.18,17447.23,"2021-11-12"
812,191,8,216,59.61,12876.04,"2021-11-12"
813,191,9,80,261.56,20924.68,"2021-11-12"
814,191,6,94,185.75,17460.52,"2021-11-12"
815,191,6,101,161.94,16355.94,"2021-11-12"
816,192,5,237,135.5,32113.33,"2021-11-18"
817,192,7,18,145.3,2615.47,"2021-11-18"
818,192,9,104,258.14,26846.17,"2021-11-18"
819,192,8,221,55.99,12373.09,"2021-11-18"
820,193,6,46,161.57,7432.02,"2021-11-27"
821,193,10,181,54.29,9827.01,"2021-11-27"
822,193,7,34,140.5,4777.04,"2021-11-27"
823,193,9,124,232.91,28880.71,"2021-11-27"
824,194,10,237,54.96,13025.68,"2021-12-06"
825,195,12,179,693.6,124154.24,"2021-12-10"
826,195,5,136,162.4,22086.49,"2021-12-10"
827,195,9,72,274.07,19733.1,"2021-12-10"
828,195,4,80,479.56,38364.98,"2021-12-10"
829,195,2,174,540.47,94041.58,"2021-12-10"
830,195,7,39,141.46,5516.82,"2021-12-10"
831,195,3,148,484.97,71775.69,"2021-12-10"
832,195,4,77,480.66,37010.67,"2021-12-10"
833,196,2,127,474.96,60319.29,"2021-12-17"
834,196,8,119,53.73,6393.3,"2021-12-17"
835,196,9,77,270.36,20817.73,"2021-12-17"
836,197,9,66,261.16,17236.67,"2021-11-15"
837,197,8,100,60.37,6036.74,"2021-11-15"
838,198,9,59,247.65,14611.1,"2021-11-14"
839,198,6,83,171.36,14222.49,"2021-11-14"
840,198,1,52,388.01,20176.71,"2021-11-14"
841,199,2,99,545.4,53994.17,"2021-11-25"
842,199,7,33,151.97,5014.94,"2021-11-25"
843,199,10,136,59.79,8131.11,"2021-11-25"
844,199,2,153,522.09,79879.83,"2021-11-25"
845,199,2,152,543.04,82542.66,"2021-11-25"
846,199,9,79,265.72,20991.96,"2021-11-25"
847,199,1,72,439.68,31657.2,"2021-11-25"
848,200,5,212,148.49,31479.02,"2021-12-16"
849,200,1,54,381.39,20594.98,"2021-12-16"
850,200,4,63,502.67,31668.05,"2021-12-16"
851,200,2,100,481.66,48165.85,"2021-12-16"
852,200,12,138,796.43,109908.02,"2021-12-16"
853,200,7,36,138.5,4985.89,"2021-12-16"
854,201,1,63,428.53,26997.43,"2021-12-01"
855,201,5,213,137.47,29280.63,"2021-12-01"
856,201,5,148,138.16,20447.11,"2021-12-01"
857,201,7,14,148.87,2084.21,"2021-12-01"
858,201,2,164,500.61,82099.32,"2021-12-01"
859,202,7,20,151.24,3024.73,"2021-11-27"
860,202,7,18,151.16,2720.82,"2021-11-27"
861,202,6,103,155.15,15980.61,"2021-11-27"
862,203,5,91,163.86,14910.86,"2021-12-07"
863,203,4,66,514.28,33942.74,"2021-12-07"
864,203,7,23,148.12,3406.72,"2021-12-07"
865,203,4,88,495.18,43575.47,"2021-12-07"
866,204,2,139,515.14,71603.93,"2021-11-27"
867,204,2,175,520.21,91035.94,"2021-11-27"
868,205,9,115,249.84,28731.54,"2021-12-18"
869,205,1,70,437.95,30656.42,"2021-12-18"
870,205,4,63,428.82,27015.55,"2021-12-18"
871,206,6,56,183.65,10284.31,"2021-11-13"
872,207,2,95,509.5,48402.38,"2021-11-22"
873,207,3,80,436.7,34936.1,"2021-11-22"
874,207,12,108,742.04,80140.65,"2021-11-22"
875,207,4,67,502.98,33699.98,"2021-11-22"
876,207,8,195,54.13,10554.84,"2021-11-22"
877,207,7,22,130.55,2872.07,"2021-11-22"
878,207,1,35,407.1,14248.44,"2021-11-22"
879,207,6,105,159.66,16764.32,"2021-11-22"
880,208,4,64,508.29,32530.43,"2021-11-25"
881,208,6,40,153.42,6136.72,"2021-11-25"
882,209,3,120,429.45,51534.17,"2021-11-12"
883,210,7,30,143.67,4309.98,"2021-11-26"
884,210,10,157,56.96,8943.03,"2021-11-26"
885,210,11,44,437.82,19264.24,"2021-11-26"
886,210,4,82,501.29,41105.9,"2021-11-26"
887,210,3,151,459.99,69458.26,"2021-11-26"
888,210,9,50,243.73,12186.68,"2021-11-26"
889,210,5,96,164.24,15766.65,"2021-11-26"
890,211,2,176,569.21,100180.86,"2021-12-02"
891,211,1,55,411.45,22629.66,"2021-12-02"
892,211,5,173,142.56,24663.05,"2021-12-02"
893,211,4,82,460.96,37798.92,"2021-12-02"
894,211,2,68,564.74,38402.22,"2021-12-02"
895,212,4,49,501.3,24563.61,"2021-12-13"
896,212,12,210,774.24,162590.96,"2021-12-13"
897,212,5,86,147.02,12644.0,"2021-12-13"
898,212,6,73,159.77,11663.38,"2021-12-13"
899,212,11,61,373.47,22781.38,"2021-12-13"
900,212,11,57,423.57,24143.22,"2021-12-13"
901,213,5,92,164.38,15123.05,"2022-01-18"
902,213,3,67,440.09,29485.74,"2022-01-18"
903,213,11,73,416.84,30429.67,"2022-01-18"
904,213,8,86,60.37,5191.87,"2022-01-18"
905,213,5,127,161.94,20566.5,"2022-01-18"
906,213,6,90,169.74,15276.46,"2022-01-18"
907,213,11,44,396.43,17442.94,"2022-01-18"
908,213,3,60,442.57,26554.46,"2022-01-18"
909,214,3,95,482.61,45847.68,"2021-12-30"
910,214,11,41,418.87,17173.5,"2021-12-30"
911,214,3,72,422.06,30388.62,"2021-12-30"
912,214,2,194,536.25,104032.27,"2021-12-30"
913,214,1,31,381.14,11815.31,"2021-12-30"
914,214,9,66,227.48,15013.77,"2021-12-30"
915,215,2,90,538.59,48472.68,"2022-01-20"
916,215,6,101,169.35,17104.59,"2022-01-20"
917,215,8,118,51.0,6018.08,"2022-01-20"
918,215,12,219,723.32,158406.94,"2022-01-20"
919,215,12,230,764.81,175905.94,"2022-01-20"
920,216,8,237,54.66,12955.4,"2022-01-01"
921,217,5,204,150.53,30709.08,"2021-12-11"
922,217,1,32,366.81,11737.97,"2021-12-11"
923,218,7,30,136.86,4105.85,"2022-01-06"
924,218,10,114,58.66,6686.8,"2022-01-06"
925,218,5,176,145.93,25682.91,"2022-01-06"
926,219,11,67,406.51,27236.31,"2022-01-07"
927,219,1,66,364.99,24089.52,"2022-01-07"
928,219,1,83,425.59,35323.77,"2022-01-07"
929,219,2,113,538.35,60833.23,"2022-01-07"
930,219,1,50,393.38,19669.22,"2022-01-07"
931,220,7,38,150.51,5719.39,"2022-01-06"
932,220,9,71,245.57,17435.17,"2022-01-06"
933,220,3,107,440.83,47168.74,"2022-01-06"
934,220,11,62,386.61,23969.65,"2022-01-06"
935,220,12,200,773.51,154701.55,"2022-01-06"
936,220,6,74,176.02,13025.6,"2022-01-06"
937,221,5,173,141.57,24491.43,"2021-12-30"
938,221,4,108,429.98,46437.66,"2021-12-30"
939,221,3,110,425.83,46841.08,"2021-12-30"
940,221,12,187,819.61,153266.36,"2021-12-30"
941,221,2,70,521.98,36538.33,"2021-12-30"
942,221,9,103,263.54,27145.03,"2021-12-30"
943,222,3,138,484.86,66911.09,"2022-01-21"
944,222,4,111,441.52,49008.49,"2022-01-21"
945,222,2,189,472.83,89364.14,"2022-01-21"
946,222,6,38,186.14,7073.46,"2022-01-21"
947,223,5,176,154.18,27135.15,"2022-01-06"
